variable1,variable2,correlation_value
percent_frequent_mental_distress,average_grade_performance,-0.351892264
percent_some_college,percent_adults_with_obesity,-0.352583955
percent_adults_with_obesity,percent_some_college,-0.352583955
percent_minorities,high_school_graduation_rate,-0.353032509
high_school_graduation_rate,percent_minorities,-0.353032509
percent_disabled,percent_asian,-0.353128803
percent_asian,percent_disabled,-0.353128803
percent_no_vehicle,percent_non_hispanic_white,-0.3532219
percent_non_hispanic_white,percent_no_vehicle,-0.3532219
percentile_rank_no_highschool_diploma,percent_multi_unit_housing,-0.356666305
percent_multi_unit_housing,percentile_rank_no_highschool_diploma,-0.356666305
average_grade_performance,income_ratio,-0.357627642
income_ratio,average_grade_performance,-0.357627642
percentile_rank_institutionalized_in_group_quarters,percent_female,-0.358275128
percent_female,percentile_rank_institutionalized_in_group_quarters,-0.358275128
percentile_rank_age_65_and_older,percent_multi_unit_housing,-0.359533199
percent_multi_unit_housing,percentile_rank_age_65_and_older,-0.359533199
per_capita_income,percent_rural,-0.360730777
percent_rural,per_capita_income,-0.360730777
percentile_rank_mobile_homes,num_associations,-0.3607562
num_associations,percentile_rank_mobile_homes,-0.3607562
percentile_rank_limited_english_abilities,percentile_rank_age_65_and_older,-0.36121962
percentile_rank_age_65_and_older,percentile_rank_limited_english_abilities,-0.36121962
per_capita_income,income_ratio,-0.363915734
income_ratio,per_capita_income,-0.363915734
percentile_rank_disabled,percent_asian,-0.366214776
percent_asian,percentile_rank_disabled,-0.366214776
percent_homeowners,population_density_per_sqmi,-0.367252495
population_density_per_sqmi,percent_homeowners,-0.367252495
percent_homeowners,income_ratio,-0.367827936
income_ratio,percent_homeowners,-0.367827936
percentile_rank_unemployed,percent_non_hispanic_white,-0.368076616
percent_non_hispanic_white,percentile_rank_unemployed,-0.368076616
percent_rural,population_density_per_sqmi,-0.368946607
population_density_per_sqmi,percent_rural,-0.368946607
percent_no_vehicle,eightieth_percentile_income,-0.369259623
eightieth_percentile_income,percent_no_vehicle,-0.369259623
percentile_rank_minorities,high_school_graduation_rate,-0.369452617
high_school_graduation_rate,percentile_rank_minorities,-0.369452617
percent_minorities,percent_65_and_over,-0.370483816
percent_65_and_over,percent_minorities,-0.370483816
percent_unemployed_CDC,average_grade_performance,-0.371799205
average_grade_performance,percent_unemployed_CDC,-0.371799205
percent_no_vehicle,per_capita_income,-0.373171262
per_capita_income,percent_no_vehicle,-0.373171262
percentile_rank_multi_unit_housing,percentile_rank_household_comp_disability_theme,-0.375313611
percentile_rank_household_comp_disability_theme,percentile_rank_multi_unit_housing,-0.375313611
percentile_rank_below_poverty,percent_homeowners,-0.375330362
percent_homeowners,percentile_rank_below_poverty,-0.375330362
percent_institutionalized_in_group_quarters,percent_age_17_and_younger,-0.377524094
percent_age_17_and_younger,percent_institutionalized_in_group_quarters,-0.377524094
percentile_rank_single_parent_households,life_expectancy,-0.378175559
life_expectancy,percentile_rank_single_parent_households,-0.378175559
percent_rural,median_household_income,-0.378242919
median_household_income,percent_rural,-0.378242919
percentile_rank_multi_unit_housing,percent_children_in_poverty,-0.379707305
percent_children_in_poverty,percentile_rank_multi_unit_housing,-0.379707305
percentile_rank_minorities,percent_65_and_over,-0.380906826
percent_65_and_over,percentile_rank_minorities,-0.380906826
percentile_rank_household_comp_disability_theme,average_grade_performance,-0.381081533
average_grade_performance,percentile_rank_household_comp_disability_theme,-0.381081533
percent_minorities,percent_age_65_and_older,-0.383759806
percent_age_65_and_older,percent_minorities,-0.383759806
twentieth_percentile_income,percent_adults_with_obesity,-0.38530835
percent_adults_with_obesity,twentieth_percentile_income,-0.38530835
percent_below_poverty,percent_homeowners,-0.388338505
percent_homeowners,percent_below_poverty,-0.388338505
percentile_rank_mobile_homes,average_traffic_volume_per_meter_of_major_roadways,-0.388683119
average_traffic_volume_per_meter_of_major_roadways,percentile_rank_mobile_homes,-0.388683119
median_household_income,percent_insufficient_sleep,-0.389410567
percent_insufficient_sleep,median_household_income,-0.389410567
percent_single_parent_households_CDC,life_expectancy,-0.392277272
life_expectancy,percent_single_parent_households_CDC,-0.392277272
percent_rural,percent_some_college,-0.392494467
percent_some_college,percent_rural,-0.392494467
percentile_rank_household_comp_disability_theme,percent_multi_unit_housing,-0.393018148
percent_multi_unit_housing,percentile_rank_household_comp_disability_theme,-0.393018148
percent_single_parent_households_CDC,average_grade_performance,-0.393325427
average_grade_performance,percent_single_parent_households_CDC,-0.393325427
percent_black,average_grade_performance,-0.395175557
average_grade_performance,percent_black,-0.395175557
percentile_rank_minorities,percent_age_65_and_older,-0.395905257
percent_age_65_and_older,percentile_rank_minorities,-0.395905257
percent_black,percent_excessive_drinking,-0.396360242
percent_excessive_drinking,percent_black,-0.396360242
average_grade_performance,percent_frequent_physical_distress,-0.397156849
percent_frequent_physical_distress,average_grade_performance,-0.397156849
percent_homeowners,percent_food_insecure,-0.397522878
percent_food_insecure,percent_homeowners,-0.397522878
percentile_rank_multi_unit_housing,percentile_rank_socioeconomic_theme,-0.39906273
percentile_rank_socioeconomic_theme,percentile_rank_multi_unit_housing,-0.39906273
percent_food_insecure,percent_some_college,-0.401743437
percent_some_college,percent_food_insecure,-0.401743437
percentile_rank_below_poverty,percent_non_hispanic_white,-0.404803311
percent_non_hispanic_white,percentile_rank_below_poverty,-0.404803311
percentile_rank_social_vulnerability,percent_homeowners,-0.40507547
percent_homeowners,percentile_rank_social_vulnerability,-0.40507547
percentile_rank_minority_status_and_language_theme,percent_age_65_and_older,-0.405164143
percent_age_65_and_older,percentile_rank_minority_status_and_language_theme,-0.405164143
percentile_rank_minority_status_and_language_theme,percent_65_and_over,-0.405588003
percent_65_and_over,percentile_rank_minority_status_and_language_theme,-0.405588003
percent_unemployed_CDC,percent_some_college,-0.406212834
percent_some_college,percent_unemployed_CDC,-0.406212834
median_household_income,percent_adults_with_obesity,-0.407951106
percent_adults_with_obesity,median_household_income,-0.407951106
percent_non_hispanic_white,income_ratio,-0.409336563
income_ratio,percent_non_hispanic_white,-0.409336563
percent_non_hispanic_white,teen_birth_rate,-0.4096614
teen_birth_rate,percent_non_hispanic_white,-0.4096614
percentile_rank_multi_unit_housing,percent_physically_inactive,-0.409923537
percent_physically_inactive,percentile_rank_multi_unit_housing,-0.409923537
percent_unemployed_CDC,percent_non_hispanic_white,-0.412670161
percent_non_hispanic_white,percent_unemployed_CDC,-0.412670161
eightieth_percentile_income,percent_adults_with_obesity,-0.413646776
percent_adults_with_obesity,eightieth_percentile_income,-0.413646776
percentile_rank_limited_english_abilities,percent_rural,-0.414120171
percent_rural,percentile_rank_limited_english_abilities,-0.414120171
percentile_rank_age_65_and_older,percent_minorities,-0.415097856
percent_minorities,percentile_rank_age_65_and_older,-0.415097856
percent_multi_unit_housing,percent_physically_inactive,-0.415648132
percent_physically_inactive,percent_multi_unit_housing,-0.415648132
percentile_rank_unemployed,percent_some_college,-0.416341067
percent_some_college,percentile_rank_unemployed,-0.416341067
percent_unemployed_CDC,eightieth_percentile_income,-0.421954056
eightieth_percentile_income,percent_unemployed_CDC,-0.421954056
percent_adults_with_diabetes,percent_some_college,-0.423391051
percent_some_college,percent_adults_with_diabetes,-0.423391051
percent_non_hispanic_white,violent_crime_rate,-0.425219426
violent_crime_rate,percent_non_hispanic_white,-0.425219426
percent_excessive_drinking,percent_smokers,-0.425270891
percent_smokers,percent_excessive_drinking,-0.425270891
percentile_rank_minority_status_and_language_theme,percent_rural,-0.426101391
percent_rural,percentile_rank_minority_status_and_language_theme,-0.426101391
percentile_rank_socioeconomic_theme,percent_non_hispanic_white,-0.427568356
percent_non_hispanic_white,percentile_rank_socioeconomic_theme,-0.427568356
percentile_rank_unemployed,eightieth_percentile_income,-0.428686218
eightieth_percentile_income,percentile_rank_unemployed,-0.428686218
percent_homeowners,violent_crime_rate,-0.428759873
violent_crime_rate,percent_homeowners,-0.428759873
life_expectancy,income_ratio,-0.433027095
income_ratio,life_expectancy,-0.433027095
percentile_rank_per_capita_income,percent_multi_unit_housing,-0.433036451
percent_multi_unit_housing,percentile_rank_per_capita_income,-0.433036451
percentile_rank_housing_and_transportation,per_capita_income,-0.433097624
per_capita_income,percentile_rank_housing_and_transportation,-0.433097624
percentile_rank_no_vehicle,per_capita_income,-0.433352848
per_capita_income,percentile_rank_no_vehicle,-0.433352848
percentile_rank_no_vehicle,percent_homeowners,-0.433852782
percent_homeowners,percentile_rank_no_vehicle,-0.433852782
percentile_rank_housing_and_transportation,median_household_income,-0.435586153
median_household_income,percentile_rank_housing_and_transportation,-0.435586153
percent_non_hispanic_white,percent_food_insecure,-0.435758776
percent_food_insecure,percent_non_hispanic_white,-0.435758776
percent_no_vehicle,life_expectancy,-0.4371435
life_expectancy,percent_no_vehicle,-0.4371435
percentile_rank_per_capita_income,average_grade_performance,-0.43773336
average_grade_performance,percentile_rank_per_capita_income,-0.43773336
percent_insufficient_sleep,twentieth_percentile_income,-0.437909194
twentieth_percentile_income,percent_insufficient_sleep,-0.437909194
percentile_rank_no_vehicle,eightieth_percentile_income,-0.438193069
eightieth_percentile_income,percentile_rank_no_vehicle,-0.438193069
percentile_rank_minorities,percentile_rank_age_65_and_older,-0.438292626
percentile_rank_age_65_and_older,percentile_rank_minorities,-0.438292626
percent_non_hispanic_white,percent_severe_housing_cost_burden,-0.439374489
percent_severe_housing_cost_burden,percent_non_hispanic_white,-0.439374489
percentile_rank_age_65_and_older,percent_single_parent_households_CDC,-0.440380196
percent_single_parent_households_CDC,percentile_rank_age_65_and_older,-0.440380196
percentile_rank_minorities,average_grade_performance,-0.440889869
average_grade_performance,percentile_rank_minorities,-0.440889869
percent_single_parent_households_CDC,percent_age_65_and_older,-0.441064351
percent_age_65_and_older,percent_single_parent_households_CDC,-0.441064351
percent_adults_with_diabetes,eightieth_percentile_income,-0.441080228
eightieth_percentile_income,percent_adults_with_diabetes,-0.441080228
percentile_rank_multi_unit_housing,percent_no_highschool_diploma,-0.441800667
percent_no_highschool_diploma,percentile_rank_multi_unit_housing,-0.441800667
percentile_rank_single_parent_households,percent_age_65_and_older,-0.441861717
percent_age_65_and_older,percentile_rank_single_parent_households,-0.441861717
percentile_rank_minority_status_and_language_theme,percent_homeowners,-0.442711791
percent_homeowners,percentile_rank_minority_status_and_language_theme,-0.442711791
percent_rural,labor_force,-0.442913305
labor_force,percent_rural,-0.442913305
percentile_rank_single_parent_households,percentile_rank_age_65_and_older,-0.442914486
percentile_rank_age_65_and_older,percentile_rank_single_parent_households,-0.442914486
percent_rural,eightieth_percentile_income,-0.443044151
eightieth_percentile_income,percent_rural,-0.443044151
percent_single_parent_households_CDC,percent_65_and_over,-0.44499712
percent_65_and_over,percent_single_parent_households_CDC,-0.44499712
percentile_rank_single_parent_households,percent_65_and_over,-0.445732632
percent_65_and_over,percentile_rank_single_parent_households,-0.445732632
percent_rural,total_population,-0.445808666
total_population,percent_rural,-0.445808666
per_capita_income,percent_adults_with_diabetes,-0.445966535
percent_adults_with_diabetes,per_capita_income,-0.445966535
percent_rural,average_traffic_volume_per_meter_of_major_roadways,-0.446651515
average_traffic_volume_per_meter_of_major_roadways,percent_rural,-0.446651515
percent_adults_with_diabetes,twentieth_percentile_income,-0.448286968
twentieth_percentile_income,percent_adults_with_diabetes,-0.448286968
average_grade_performance,percent_food_insecure,-0.448512751
percent_food_insecure,average_grade_performance,-0.448512751
percent_mobile_homes,life_expectancy,-0.448558767
life_expectancy,percent_mobile_homes,-0.448558767
percent_insufficient_sleep,percent_some_college,-0.449644191
percent_some_college,percent_insufficient_sleep,-0.449644191
percent_unemployed_CDC,percent_excessive_drinking,-0.449795479
percent_excessive_drinking,percent_unemployed_CDC,-0.449795479
percent_rural,percent_asian,-0.449828582
percent_asian,percent_rural,-0.449828582
percent_multi_unit_housing,percent_disabled,-0.450617661
percent_disabled,percent_multi_unit_housing,-0.450617661
percent_no_vehicle,percent_homeowners,-0.450742001
percent_homeowners,percent_no_vehicle,-0.450742001
num_housing_units,percent_rural,-0.450968668
percent_rural,num_housing_units,-0.450968668
percent_below_poverty,percent_non_hispanic_white,-0.451361418
percent_non_hispanic_white,percent_below_poverty,-0.451361418
percent_some_college,percent_uninsured,-0.452470725
percent_uninsured,percent_some_college,-0.452470725
percentile_rank_minority_status_and_language_theme,percentile_rank_age_65_and_older,-0.452500261
percentile_rank_age_65_and_older,percentile_rank_minority_status_and_language_theme,-0.452500261
percent_no_vehicle,median_household_income,-0.4544816
median_household_income,percent_no_vehicle,-0.4544816
num_households_CDC,percent_rural,-0.455671614
percent_rural,num_households_CDC,-0.455671614
per_capita_income,percent_insufficient_sleep,-0.457771544
percent_insufficient_sleep,per_capita_income,-0.457771544
per_capita_income,percent_adults_with_obesity,-0.457931845
percent_adults_with_obesity,per_capita_income,-0.457931845
percentile_rank_no_highschool_diploma,percent_non_hispanic_white,-0.459784227
percent_non_hispanic_white,percentile_rank_no_highschool_diploma,-0.459784227
median_household_income,percent_adults_with_diabetes,-0.464506069
percent_adults_with_diabetes,median_household_income,-0.464506069
percentile_rank_multi_unit_housing,percentile_rank_no_highschool_diploma,-0.464722364
percentile_rank_no_highschool_diploma,percentile_rank_multi_unit_housing,-0.464722364
percentile_rank_housing_and_transportation,percent_non_hispanic_white,-0.465395631
percent_non_hispanic_white,percentile_rank_housing_and_transportation,-0.465395631
percentile_rank_unemployed,percent_excessive_drinking,-0.465774994
percent_excessive_drinking,percentile_rank_unemployed,-0.465774994
percent_non_hispanic_white,percent_children_in_poverty,-0.466220935
percent_children_in_poverty,percent_non_hispanic_white,-0.466220935
percentile_rank_no_vehicle,life_expectancy,-0.466527293
life_expectancy,percentile_rank_no_vehicle,-0.466527293
percent_no_highschool_diploma,average_grade_performance,-0.466668954
average_grade_performance,percent_no_highschool_diploma,-0.466668954
percent_mobile_homes,percent_multi_unit_housing,-0.467003945
percent_multi_unit_housing,percent_mobile_homes,-0.467003945
median_household_income,income_ratio,-0.467045463
income_ratio,median_household_income,-0.467045463
percentile_rank_below_poverty,average_grade_performance,-0.46798509
average_grade_performance,percentile_rank_below_poverty,-0.46798509
percentile_rank_disabled,percent_multi_unit_housing,-0.469051224
percent_multi_unit_housing,percentile_rank_disabled,-0.469051224
percent_minorities,percent_homeowners,-0.47063089
percent_homeowners,percent_minorities,-0.47063089
percentile_rank_single_parent_households,percent_homeowners,-0.471977597
percent_homeowners,percentile_rank_single_parent_households,-0.471977597
percentile_rank_multi_unit_housing,percentile_rank_per_capita_income,-0.472733528
percentile_rank_per_capita_income,percentile_rank_multi_unit_housing,-0.472733528
percent_adults_with_diabetes,percent_excessive_drinking,-0.474892168
percent_excessive_drinking,percent_adults_with_diabetes,-0.474892168
percentile_rank_minorities,percent_homeowners,-0.475030819
percent_homeowners,percentile_rank_minorities,-0.475030819
percentile_rank_no_highschool_diploma,average_grade_performance,-0.476665102
average_grade_performance,percentile_rank_no_highschool_diploma,-0.476665102
percentile_rank_limited_english_abilities,percent_non_hispanic_white,-0.476913426
percent_non_hispanic_white,percentile_rank_limited_english_abilities,-0.476913426
percentile_rank_mobile_homes,life_expectancy,-0.477280183
life_expectancy,percentile_rank_mobile_homes,-0.477280183
percent_insufficient_sleep,percent_excessive_drinking,-0.477838223
percent_excessive_drinking,percent_insufficient_sleep,-0.477838223
percent_mobile_homes,percent_excessive_drinking,-0.478654318
percent_excessive_drinking,percent_mobile_homes,-0.478654318
average_grade_performance,teen_birth_rate,-0.478688469
teen_birth_rate,average_grade_performance,-0.478688469
percentile_rank_multi_unit_housing,percent_homeowners,-0.48074673
percent_homeowners,percentile_rank_multi_unit_housing,-0.48074673
life_expectancy,percent_adults_with_obesity,-0.481629608
percent_adults_with_obesity,life_expectancy,-0.481629608
percentile_rank_overcrowding,percent_non_hispanic_white,-0.486088978
percent_non_hispanic_white,percentile_rank_overcrowding,-0.486088978
percent_unemployed_CDC,median_household_income,-0.486228157
median_household_income,percent_unemployed_CDC,-0.486228157
percentile_rank_household_comp_disability_theme,percent_some_college,-0.487555853
percent_some_college,percentile_rank_household_comp_disability_theme,-0.487555853
percent_no_highschool_diploma,life_expectancy,-0.48862036
life_expectancy,percent_no_highschool_diploma,-0.48862036
percent_single_parent_households_CDC,percent_homeowners,-0.489313911
percent_homeowners,percent_single_parent_households_CDC,-0.489313911
percent_below_poverty,average_grade_performance,-0.491281386
average_grade_performance,percent_below_poverty,-0.491281386
percentile_rank_multi_unit_housing,percent_disabled,-0.493159644
percent_disabled,percentile_rank_multi_unit_housing,-0.493159644
percentile_rank_socioeconomic_theme,average_grade_performance,-0.493300076
average_grade_performance,percentile_rank_socioeconomic_theme,-0.493300076
percentile_rank_housing_and_transportation,twentieth_percentile_income,-0.496645041
twentieth_percentile_income,percentile_rank_housing_and_transportation,-0.496645041
average_grade_performance,percent_fair_or_poor_health,-0.496821167
percent_fair_or_poor_health,average_grade_performance,-0.496821167
percentile_rank_unemployed,median_household_income,-0.496868081
median_household_income,percentile_rank_unemployed,-0.496868081
percent_no_highschool_diploma,percent_non_hispanic_white,-0.500603853
percent_non_hispanic_white,percent_no_highschool_diploma,-0.500603853
percent_excessive_drinking,percent_physically_inactive,-0.500680788
percent_physically_inactive,percent_excessive_drinking,-0.500680788
teen_birth_rate,percent_excessive_drinking,-0.502464452
percent_excessive_drinking,teen_birth_rate,-0.502464452
percentile_rank_age_65_and_older,percent_less_than_18_years_of_age,-0.503140278
percent_less_than_18_years_of_age,percentile_rank_age_65_and_older,-0.503140278
percentile_rank_mobile_homes,percent_excessive_drinking,-0.503398131
percent_excessive_drinking,percentile_rank_mobile_homes,-0.503398131
percent_some_college,percent_physically_inactive,-0.503450162
percent_physically_inactive,percent_some_college,-0.503450162
percent_mobile_homes,eightieth_percentile_income,-0.507434121
eightieth_percentile_income,percent_mobile_homes,-0.507434121
percent_some_college,percent_smokers,-0.507732648
percent_smokers,percent_some_college,-0.507732648
percent_adults_with_diabetes,life_expectancy,-0.509827676
life_expectancy,percent_adults_with_diabetes,-0.509827676
percentile_rank_multi_unit_housing,percentile_rank_disabled,-0.51086625
percentile_rank_disabled,percentile_rank_multi_unit_housing,-0.51086625
percent_rural,num_associations,-0.510881097
num_associations,percent_rural,-0.510881097
percent_no_highschool_diploma,percent_excessive_drinking,-0.511558382
percent_excessive_drinking,percent_no_highschool_diploma,-0.511558382
percent_no_highschool_diploma,eightieth_percentile_income,-0.51618881
eightieth_percentile_income,percent_no_highschool_diploma,-0.51618881
percent_minorities,average_grade_performance,-0.517486148
average_grade_performance,percent_minorities,-0.517486148
percentile_rank_unemployed,per_capita_income,-0.520682362
per_capita_income,percentile_rank_unemployed,-0.520682362
percentile_rank_mobile_homes,percent_multi_unit_housing,-0.520686186
percent_multi_unit_housing,percentile_rank_mobile_homes,-0.520686186
percent_unemployed_CDC,life_expectancy,-0.522483849
life_expectancy,percent_unemployed_CDC,-0.522483849
percent_unemployed_CDC,per_capita_income,-0.523108209
per_capita_income,percent_unemployed_CDC,-0.523108209
percentile_rank_household_comp_disability_theme,percent_excessive_drinking,-0.524268744
percent_excessive_drinking,percentile_rank_household_comp_disability_theme,-0.524268744
percent_unemployed_CDC,twentieth_percentile_income,-0.526299725
twentieth_percentile_income,percent_unemployed_CDC,-0.526299725
percent_non_hispanic_white,percent_uninsured,-0.528471358
percent_uninsured,percent_non_hispanic_white,-0.528471358
percent_no_vehicle,twentieth_percentile_income,-0.529537181
twentieth_percentile_income,percent_no_vehicle,-0.529537181
percentile_rank_no_vehicle,median_household_income,-0.530047174
median_household_income,percentile_rank_no_vehicle,-0.530047174
percent_non_hispanic_white,percent_enrolled_in_free_or_reduced_lunch,-0.53083806
percent_enrolled_in_free_or_reduced_lunch,percent_non_hispanic_white,-0.53083806
percentile_rank_unemployed,life_expectancy,-0.5313379
life_expectancy,percentile_rank_unemployed,-0.5313379
percent_below_poverty,percent_some_college,-0.53204216
percent_some_college,percent_below_poverty,-0.53204216
percentile_rank_social_vulnerability,percent_excessive_drinking,-0.532995401
percent_excessive_drinking,percentile_rank_social_vulnerability,-0.532995401
percentile_rank_age_65_and_older,percent_age_17_and_younger,-0.533242194
percent_age_17_and_younger,percentile_rank_age_65_and_older,-0.533242194
percent_enrolled_in_free_or_reduced_lunch,average_grade_performance,-0.53542192
average_grade_performance,percent_enrolled_in_free_or_reduced_lunch,-0.53542192
percent_mobile_homes,median_household_income,-0.536622396
median_household_income,percent_mobile_homes,-0.536622396
percent_age_65_and_older,percent_less_than_18_years_of_age,-0.537055545
percent_less_than_18_years_of_age,percent_age_65_and_older,-0.537055545
percent_not_proficient_in_english,percent_non_hispanic_white,-0.537181142
percent_non_hispanic_white,percent_not_proficient_in_english,-0.537181142
percent_non_hispanic_white,percent_fair_or_poor_health,-0.538802835
percent_fair_or_poor_health,percent_non_hispanic_white,-0.538802835
percent_multi_unit_housing,percent_homeowners,-0.539066817
percent_homeowners,percent_multi_unit_housing,-0.539066817
percent_below_poverty,percent_excessive_drinking,-0.539788519
percent_excessive_drinking,percent_below_poverty,-0.539788519
twentieth_percentile_income,percent_physically_inactive,-0.539792048
percent_physically_inactive,twentieth_percentile_income,-0.539792048
percentile_rank_social_vulnerability,average_grade_performance,-0.540474312
average_grade_performance,percentile_rank_social_vulnerability,-0.540474312
percentile_rank_unemployed,twentieth_percentile_income,-0.540823655
twentieth_percentile_income,percentile_rank_unemployed,-0.540823655
percent_limited_english_abilities,percent_non_hispanic_white,-0.541041113
percent_non_hispanic_white,percent_limited_english_abilities,-0.541041113
percentile_rank_mobile_homes,eightieth_percentile_income,-0.543424837
eightieth_percentile_income,percentile_rank_mobile_homes,-0.543424837
percent_disabled,percent_some_college,-0.543849757
percent_some_college,percent_disabled,-0.543849757
eightieth_percentile_income,percent_physically_inactive,-0.544423264
percent_physically_inactive,eightieth_percentile_income,-0.544423264
percentile_rank_single_parent_households,percent_non_hispanic_white,-0.545125972
percent_non_hispanic_white,percentile_rank_single_parent_households,-0.545125972
percent_mobile_homes,twentieth_percentile_income,-0.545789103
twentieth_percentile_income,percent_mobile_homes,-0.545789103
percentile_rank_below_poverty,percent_some_college,-0.546000803
percent_some_college,percentile_rank_below_poverty,-0.546000803
percentile_rank_age_17_and_younger,percentile_rank_age_65_and_older,-0.547297017
percentile_rank_age_65_and_older,percentile_rank_age_17_and_younger,-0.547297017
percent_disabled,percent_excessive_drinking,-0.548996369
percent_excessive_drinking,percent_disabled,-0.548996369
percentile_rank_no_highschool_diploma,eightieth_percentile_income,-0.551071871
eightieth_percentile_income,percentile_rank_no_highschool_diploma,-0.551071871
percentile_rank_below_poverty,percent_excessive_drinking,-0.552312486
percent_excessive_drinking,percentile_rank_below_poverty,-0.552312486
percentile_rank_age_17_and_younger,percent_age_65_and_older,-0.552416324
percent_age_65_and_older,percentile_rank_age_17_and_younger,-0.552416324
percentile_rank_disabled,percent_some_college,-0.553336939
percent_some_college,percentile_rank_disabled,-0.553336939
percent_enrolled_in_free_or_reduced_lunch,percent_excessive_drinking,-0.553899989
percent_excessive_drinking,percent_enrolled_in_free_or_reduced_lunch,-0.553899989
percentile_rank_housing_and_transportation,percent_homeowners,-0.556002842
percent_homeowners,percentile_rank_housing_and_transportation,-0.556002842
average_grade_performance,percent_children_in_poverty,-0.558218537
percent_children_in_poverty,average_grade_performance,-0.558218537
per_capita_income,percent_physically_inactive,-0.560894547
percent_physically_inactive,per_capita_income,-0.560894547
eightieth_percentile_income,teen_birth_rate,-0.560948758
teen_birth_rate,eightieth_percentile_income,-0.560948758
median_household_income,percent_physically_inactive,-0.561818351
percent_physically_inactive,median_household_income,-0.561818351
percent_insufficient_sleep,life_expectancy,-0.562893132
life_expectancy,percent_insufficient_sleep,-0.562893132
percentile_rank_disabled,percent_excessive_drinking,-0.56325882
percent_excessive_drinking,percentile_rank_disabled,-0.56325882
percentile_rank_social_vulnerability,eightieth_percentile_income,-0.563908552
eightieth_percentile_income,percentile_rank_social_vulnerability,-0.563908552
percent_age_17_and_younger,percent_age_65_and_older,-0.56446854
percent_age_65_and_older,percent_age_17_and_younger,-0.56446854
percent_food_insecure,percent_excessive_drinking,-0.565510283
percent_excessive_drinking,percent_food_insecure,-0.565510283
percent_enrolled_in_free_or_reduced_lunch,life_expectancy,-0.565676543
life_expectancy,percent_enrolled_in_free_or_reduced_lunch,-0.565676543
percent_non_hispanic_white,overcrowding,-0.565720318
overcrowding,percent_non_hispanic_white,-0.565720318
percentile_rank_no_highschool_diploma,percent_excessive_drinking,-0.566777295
percent_excessive_drinking,percentile_rank_no_highschool_diploma,-0.566777295
percent_overcrowding,percent_non_hispanic_white,-0.567069247
percent_non_hispanic_white,percent_overcrowding,-0.567069247
percent_non_hispanic_white,percent_severe_housing_problems,-0.568315767
percent_severe_housing_problems,percent_non_hispanic_white,-0.568315767
percent_food_insecure,eightieth_percentile_income,-0.569186538
eightieth_percentile_income,percent_food_insecure,-0.569186538
percentile_rank_mobile_homes,median_household_income,-0.572032385
median_household_income,percentile_rank_mobile_homes,-0.572032385
percentile_rank_mobile_homes,twentieth_percentile_income,-0.572155945
twentieth_percentile_income,percentile_rank_mobile_homes,-0.572155945
percentile_rank_household_comp_disability_theme,per_capita_income,-0.572421278
per_capita_income,percentile_rank_household_comp_disability_theme,-0.572421278
percentile_rank_household_comp_disability_theme,twentieth_percentile_income,-0.574630297
twentieth_percentile_income,percentile_rank_household_comp_disability_theme,-0.574630297
percent_no_highschool_diploma,twentieth_percentile_income,-0.575335989
twentieth_percentile_income,percent_no_highschool_diploma,-0.575335989
percent_no_highschool_diploma,median_household_income,-0.576560237
median_household_income,percent_no_highschool_diploma,-0.576560237
percentile_rank_multi_unit_housing,percent_mobile_homes,-0.577865
percent_mobile_homes,percentile_rank_multi_unit_housing,-0.577865
percentile_rank_no_highschool_diploma,life_expectancy,-0.580530944
life_expectancy,percentile_rank_no_highschool_diploma,-0.580530944
percentile_rank_per_capita_income,percent_excessive_drinking,-0.582803875
percent_excessive_drinking,percentile_rank_per_capita_income,-0.582803875
percent_homeowners,percent_severe_housing_problems,-0.582957636
percent_severe_housing_problems,percent_homeowners,-0.582957636
percent_severe_housing_cost_burden,percent_homeowners,-0.584315226
percent_homeowners,percent_severe_housing_cost_burden,-0.584315226
percent_mobile_homes,per_capita_income,-0.584327261
per_capita_income,percent_mobile_homes,-0.584327261
percent_frequent_mental_distress,percent_some_college,-0.584771801
percent_some_college,percent_frequent_mental_distress,-0.584771801
percentile_rank_household_comp_disability_theme,eightieth_percentile_income,-0.586661032
eightieth_percentile_income,percentile_rank_household_comp_disability_theme,-0.586661032
percent_non_hispanic_white,percent_hispanic,-0.586726146
percent_hispanic,percent_non_hispanic_white,-0.586726146
percentile_rank_household_comp_disability_theme,life_expectancy,-0.588932186
life_expectancy,percentile_rank_household_comp_disability_theme,-0.588932186
twentieth_percentile_income,teen_birth_rate,-0.59055336
teen_birth_rate,twentieth_percentile_income,-0.59055336
percent_enrolled_in_free_or_reduced_lunch,percent_some_college,-0.59163692
percent_some_college,percent_enrolled_in_free_or_reduced_lunch,-0.59163692
percentile_rank_disabled,life_expectancy,-0.591700665
life_expectancy,percentile_rank_disabled,-0.591700665
life_expectancy,percent_physically_inactive,-0.592311055
percent_physically_inactive,life_expectancy,-0.592311055
percent_disabled,life_expectancy,-0.592777871
life_expectancy,percent_disabled,-0.592777871
percentile_rank_no_vehicle,twentieth_percentile_income,-0.596235959
twentieth_percentile_income,percentile_rank_no_vehicle,-0.596235959
percentile_rank_age_17_and_younger,percent_65_and_over,-0.596626053
percent_65_and_over,percentile_rank_age_17_and_younger,-0.596626053
percent_single_parent_households_CDC,percent_non_hispanic_white,-0.597951564
percent_non_hispanic_white,percent_single_parent_households_CDC,-0.597951564
percent_65_and_over,percent_less_than_18_years_of_age,-0.598204807
