county,state,lat,lon,total_population,population_density_per_sqmi,percent_fair_or_poor_health,percent_smokers,percent_adults_with_obesity,percent_physically_inactive,percent_excessive_drinking,teen_birth_rate,percent_uninsured,high_school_graduation_rate,percent_some_college,labor_force,percent_children_in_poverty,social_association_rate,violent_crime_rate,percent_severe_housing_problems,overcrowding,inadequate_facilities,life_expectancy,percent_frequent_physical_distress,percent_frequent_mental_distress,percent_adults_with_diabetes,percent_food_insecure,percent_insufficient_sleep,average_grade_performance,median_household_income,percent_enrolled_in_free_or_reduced_lunch,average_traffic_volume_per_meter_of_major_roadways,percent_homeowners,percent_severe_housing_cost_burden,percent_less_than_18_years_of_age,percent_65_and_over,percent_not_proficient_in_english,percent_female,percent_rural,per_capita_income,percentile_rank_below_poverty,percentile_rank_unemployed,percentile_rank_per_capita_income,percentile_rank_no_highschool_diploma,percentile_rank_socioeconomic_theme,percentile_rank_age_65_and_older,percentile_rank_age_17_and_younger,percentile_rank_disabled,percentile_rank_single_parent_households,percentile_rank_household_comp_disability_theme,percentile_rank_minorities,percentile_rank_limited_english_abilities,percentile_rank_minority_status_and_language_theme,percentile_rank_multi_unit_housing,percentile_rank_mobile_homes,percentile_rank_overcrowding,percentile_rank_no_vehicle,percentile_rank_institutionalized_in_group_quarters,percentile_rank_housing_and_transportation,percentile_rank_social_vulnerability,mean_winter_temp,mean_summer_temp
Ripley,Missouri,36.65279669,-90.8638718,13936,22.13683963,23.54356854,23.85362393,36.4,35.3,15.76921562,51.45735876,15.45258013,92.10526316,44.20751114,5129,34,11.05868475,361.2370526,9.617180205,2.147525677,0.728291317,73.04969067,16.25940662,16.11969376,19,16,34.56093686,2.805907147,32802,89.6292316,19.59954788,78.9483896,10.89873933,22.9460488,20.40146258,0.179856115,50.33206477,100,17986,0.8765,0.6466,0.9271,0.8647,0.8867,0.7011,0.6055,0.9889,0.2811,0.8701,0.1213,0.2327,0.1321,0.2582,0.8637,0.5775,0.7049,0.0366,0.4479,0.7058,36.73,78.58918033
Saline,Missouri,39.13685423,-93.20185194,23214,30.72698239,21.75019512,20.27650786,35.8,32.3,17.56382643,29.33188485,12.80169696,88.61788618,52.2860278,10732,20,11.47396293,199.1818552,13.31815595,2.208309619,2.105862265,77.63182982,14.51921068,14.38299104,11.5,13.3,34.33609344,2.78723614,43776,64.95750708,22.12123288,68.90913338,9.132919859,22.36296135,18.26599694,3.10553274,50.12011356,45.80658965,20446,0.5925,0.2254,0.7927,0.6269,0.582,0.4476,0.5715,0.7233,0.8873,0.8933,0.5546,0.7778,0.6982,0.6985,0.2964,0.6078,0.8555,0.8478,0.8819,0.8284,34.24,75.85147541
Schuyler,Missouri,40.47027578,-92.52098869,4396,14.30501033,19.53119581,20.57779611,30.9,27.5,17.26176316,21.39534884,15.04076469,90,48.565356,1977,27.3,15.52795031,159.6169194,13.04347826,1.043478261,3.47826087,78.36934086,14.20975589,14.51544492,13.6,14.9,33.05307167,3.414476249,39463,48.48993289,39.97607197,71.47355164,6.85483871,25.13589911,19.7869102,0.096571705,50.33702979,100,19152,0.8287,0.3792,0.8727,0.5291,0.6979,0.6686,0.8676,0.6361,0.8392,0.9844,0.0175,0.2547,0.0895,0.3763,0.4667,0.2174,0.4537,0.2133,0.1544,0.5209,28.95,74.31967213
Scotland,Missouri,40.45259713,-92.14707968,4893,11.20528049,19.94250566,21.11973445,32.1,35.7,17.01867433,16.10169492,22.7680798,96.96969697,42.00385357,2380,23.3,16.11928269,122.4614757,18.48739496,3.361344538,0.56022409,78.56755918,14.35808817,14.76746252,8.7,13.5,32.16353429,2.95133673,42053,49.02597403,26.60985563,70.87912088,14.34217956,29.46033025,18.10310109,0.066755674,50.52356021,100,23626,0.5466,0.2369,0.5498,0.7084,0.525,0.6332,0.9513,0.4639,0.6125,0.9051,0.0143,0.0949,0.0271,0.3295,0.4368,0.8099,0.6934,0.5068,0.6313,0.5177,29.93,75.73704918
Scott,Missouri,37.05304901,-89.56852796,38994,92.84539892,23.96496051,22.40641182,35.5,34.9,16.70020628,49.27054006,12.01360151,92.40780911,54.13290114,20017,26.7,14.01105316,935.5865785,13.78971503,3.046184081,0.622338683,75.17055699,15.58829373,15.307095,16.5,16.2,33.21288228,2.852475737,44261,65.97983991,52.73251771,66.92377496,11.80811808,24.06001352,18.0456602,0.502027418,51.42233085,41.55290756,22034,0.7348,0.4368,0.6772,0.7023,0.6791,0.4273,0.7011,0.7233,0.8914,0.9309,0.5081,0.3308,0.4046,0.384,0.5202,0.7864,0.5033,0.3598,0.5097,0.7061,35.98509091,79.21442623
Shannon,Missouri,37.15736769,-91.40046981,8256,8.224579634,24.19619807,23.75526419,34.9,30.5,15.34132398,44.01805869,16.34265845,92.37288136,44.52380952,3241,37.4,4.849072615,333.7378641,14.80314961,2.992125984,2.173228347,76.99549283,16.63274336,16.46707756,13.7,18.4,33.94962947,3.111231541,32715,76.10208817,24.20880715,71.57264419,12.72923409,21.48003419,22.10282086,0,49.96947124,100,19290,0.8469,0.7036,0.866,0.7482,0.8491,0.7109,0.4731,0.9032,0.2095,0.7163,0.1945,0.0704,0.0853,0.0856,0.7988,0.7867,0.1754,0.3082,0.3088,0.5648,37.23,77.16885246
Shelby,Missouri,39.79777236,-92.07660512,6148,12.27480911,18.14571597,19.36112007,28.7,24.1,17.00087938,21.73913044,13.75161152,92.59259259,61.04783599,3018,20.7,24.91280518,57.33475305,7.862903226,2.137096774,0.322580645,75.44959071,13.65142233,13.81708113,7.6,13,32.29166174,3.096229196,44564,52.94676806,26.60511286,75.23383489,7.352297593,24.08264463,21.27272727,0.42186676,50.21487603,100,21521,0.5014,0.3531,0.7141,0.2553,0.4514,0.7593,0.652,0.6437,0.3741,0.8023,0.0713,0.306,0.1414,0.1624,0.4518,0.603,0.2939,0.7791,0.3722,0.3964,29.93,75.73704918
St. Charles,Missouri,38.78193994,-90.67487702,379856,677.8006427,13.55314996,16.12922479,29.8,22.7,20.85608141,10.30082976,6.187770313,92.38822247,78.07975245,221947,7,6.498037947,126.3939164,8.783279423,0.643372552,0.337681726,80.18153527,10.23169692,11.23298408,7.9,9,32.10957203,3.387145235,82048,21.17076705,262.2061629,80.389649,7.61341555,23.21397257,15.22588694,0.536435285,50.84347491,5.830478383,34021,0.0236,0.1678,0.0704,0.0465,0.0181,0.148,0.7606,0.057,0.361,0.0993,0.4136,0.4113,0.3996,0.8379,0.113,0.0678,0.1175,0.4588,0.1102,0.0439,33.79,77.81803279
St. Clair,Missouri,38.0371915,-93.77598871,9444,13.99151527,21.05548215,20.7671741,36.7,29.4,15.05595119,35.79545455,15.95055028,94.39252336,47.87111623,3781,29.6,14.95406964,374.7175842,19.54887218,1.979949875,5.513784461,78.16155021,15.04202813,15.05853599,13.9,15.7,31.69601579,2.806744242,37013,62.29007634,20.94512901,77.72661173,11.98973042,19.98935604,27.01436935,0,49.74986695,100,19370,0.8395,0.7291,0.8625,0.7644,0.859,0.9516,0.1286,0.9417,0.283,0.7249,0.1748,0.2986,0.1955,0.2133,0.8835,0.5686,0.6297,0.6138,0.7071,0.7386,36.33,78.14482148
St. Francois,Missouri,37.81029923,-90.47228975,66230,146.5563046,19.09420512,22.20081864,38.6,32.3,17.74293035,38.1430164,11.19310694,93.58974359,52.40598244,26504,24.6,13.19241436,293.7839523,14.64054927,2.140549273,2.201130856,74.88346248,13.91312686,13.86164945,9.4,14.3,36.45792533,3.217202953,45584,58.81914001,87.12059427,68.26575672,10.39181577,21.14496491,16.44125232,0.276964218,46.59029569,39.76346027,20016,0.5743,0.5699,0.8217,0.7329,0.7217,0.2833,0.3508,0.8707,0.5794,0.5559,0.2913,0.1624,0.1824,0.7345,0.6905,0.5845,0.6807,0.9331,0.9583,0.7342,34.33,76.15245902
St. Louis,Missouri,38.64054431,-90.44337839,1000560,1970.493469,16.378972,15.71373411,27.9,21.9,19.30724507,16.23542258,8.046676526,91.45461451,78.28607193,525125,15.7,10.18334026,344.4873785,13.46850379,1.101527202,0.750532094,78.20108848,11.3265971,12.36757652,11.3,13.8,31.83509049,3.218035151,66992,45.4175124,577.5859203,68.98081264,12.1821956,22.01997101,18.07622286,1.292824203,52.56639032,1.137990338,36518,0.1611,0.4823,0.043,0.0987,0.1461,0.4174,0.4865,0.185,0.6227,0.2687,0.7278,0.6686,0.7396,0.893,0.0064,0.1948,0.6934,0.483,0.3594,0.2773,36.43,80.23737705
St. Louis city,Missouri,38.63583573,-90.2451204,316030,5101.110909,21.99993269,24.60123418,34.4,26.3,19.77772032,37.39679456,12.53559037,80.21914648,72.85272915,153678,38.4,13.83551613,1819.514407,22.08899832,1.912714556,1.256111052,73.87190267,14.64293979,14.75286137,11.5,23.3,37.19875648,2.449667964,43263,92.99398562,870.8095931,43.37332242,20.30854419,18.99563463,13.70039427,1.882203404,51.60712989,0.000313191,25434,0.9316,0.88,0.412,0.6304,0.7644,0.0675,0.2203,0.5107,0.8739,0.2467,0.9195,0.7313,0.8774,0.9698,0.0146,0.5129,0.993,0.7125,0.8462,0.8128,34.43,78.09836066
Ste. Genevieve,Missouri,37.8944192,-90.19453195,17937,35.93488391,17.7087033,19.37015216,34.7,29.6,17.78407684,21.53361345,10.9226689,84.96240602,63.21336761,9195,13.9,14.01109679,300.8406669,9.965156794,1.379790941,0.6271777,78.38071099,12.9692731,13.57744197,13,13,31.68597939,3.37905511,59043,48.37310195,22.81045497,77.54415475,9.197396963,21.69051878,19.48233453,0.229411765,49.31238819,76.14218793,24013,0.4212,0.1888,0.5193,0.482,0.3871,0.4575,0.5059,0.5218,0.4989,0.46,0.1423,0.0856,0.0684,0.2993,0.554,0.3142,0.1907,0.3457,0.1477,0.1894,34.33,76.15245902
Stoddard,Missouri,36.85560158,-89.94430925,29788,36.18483748,22.62200448,21.07352141,35.6,38,15.72045922,41.16934786,12.46619446,94.20289855,54.47643604,13090,21.9,14.64128843,132.6794532,10.75495572,1.687051877,0.632644454,75.52691334,14.97957694,14.18998718,15.7,14.6,34.16623128,3.14265785,40808,55.52507837,49.85493988,68.71790483,8.370283232,21.74553174,20.01985893,0.061292183,50.64370335,69.79111052,21174,0.5664,0.66,0.7386,0.7892,0.7383,0.6816,0.4409,0.9303,0.2432,0.7157,0.0968,0.057,0.0382,0.2894,0.4734,0.4266,0.6425,0.4565,0.3706,0.4992,36.05127273,78.07727041
Stone,Missouri,36.74693024,-93.45599895,31197,67.22970711,18.74686236,18.51353286,31.1,28.1,15.99253283,30.86529884,14.6165441,93.87755102,54.08466394,13763,21.5,10.09495568,472.285571,12.19897355,1.579155152,0.513225424,76.3632789,13.38341612,13.80394075,12.8,12.7,32.40056327,3.01877172,46026,63.04112554,27.89134373,81.99517172,10.4054163,16.40051655,30.98365303,0.217670921,51.01263032,88.68703807,23705,0.354,0.6813,0.5454,0.5291,0.5444,0.9736,0.0554,0.8469,0.0933,0.4486,0.127,0.2652,0.1519,0.752,0.6418,0.3922,0.2038,0.2811,0.3598,0.3655,37.11,77.07245902
Sullivan,Missouri,40.21060681,-93.11150004,6416,9.901520801,22.35907941,19.84301812,30.8,34.3,16.29649484,49.56268222,15.44550436,100,39.51187335,2811,21.3,14.44854712,205.3225934,12.99790356,3.94129979,0.587002096,76.85283302,14.01109629,13.95007973,21.2,11.1,34.13119516,2.974365494,41978,66.30920465,10.76872928,71.80312788,7.081339713,22.44012217,20.23790387,4.403576852,48.64169748,100,20579,0.5466,0.148,0.7835,0.6635,0.5543,0.6507,0.5575,0.483,0.6711,0.7609,0.5966,0.9214,0.8096,0.2426,0.4779,0.8526,0.5985,0.4467,0.5438,0.6972,31.79,75.6947541
Taney,Missouri,36.65476692,-93.04114177,53853,85.15118507,20.02089192,20.77652829,28.8,30.5,16.86235983,32.88138345,16.22364584,95,59.17325428,26828,23,13.72956373,347.3272299,14.9288011,2.158934313,1.401010565,77.14143461,14.61492346,14.58676893,10.1,15.5,31.97084613,3.086657726,40887,63.95104463,73.701655,59.88554055,12.78282641,21.08071331,21.67872234,0.776729193,51.61856335,43.86066763,20929,0.6364,0.5947,0.7577,0.4327,0.6406,0.73,0.3295,0.7125,0.6708,0.808,0.3693,0.5412,0.4438,0.972,0.6208,0.5887,0.4537,0.7084,0.8918,0.7743,37.11,77.07245902
Texas,Missouri,37.3173208,-91.9650564,25690,21.82175813,22.04571841,22.9218501,31,29.5,15.85920633,37.0080282,16.69281117,91.54411765,52.23658052,9043,34.8,12.43442782,129.9801091,14.71861472,1.774891775,1.569264069,76.86083956,15.49461964,15.49687523,14.2,16.4,33.51763906,2.908175105,34824,66.45004062,23.98770786,73.49410168,14.95212648,21.24281413,21.08247624,0.276117865,47.4795667,99.21178099,17367,0.9233,0.5813,0.9449,0.7377,0.8564,0.6816,0.6361,0.9214,0.6807,0.9713,0.3225,0.1168,0.1761,0.2318,0.816,0.4706,0.5339,0.8281,0.6912,0.8188,33.42,74.18032787
Vernon,Missouri,37.85058526,-94.34244861,20836,25.2131852,19.8559232,20.59681482,28.1,25.9,17.24284744,29.99491612,13.0892678,91.89189189,52.22804718,9557,24,13.21133239,578.4786731,13.04082876,1.889092017,1.462522852,75.53024698,14.44435528,14.4164829,6.3,13.5,33.33203187,3.152293722,42552,53.14547838,62.55585792,69.65728274,10.71610601,23.58242401,19.37353858,0.174942115,51.1058067,58.25889692,21246,0.6097,0.2057,0.7338,0.489,0.5237,0.5237,0.7705,0.7297,0.6215,0.8988,0.198,0.1541,0.1315,0.3776,0.5259,0.4912,0.8195,0.7443,0.7332,0.5836,37.2,77.69403509
Warren,Missouri,38.76461278,-91.16067706,33290,77.6714046,17.15652285,19.52760063,36.1,26.3,18.46145721,26.64115396,10.49792384,90.4494382,53.48925893,17560,16,7.855002473,415.0129031,14.24947146,3.805496829,1.057082452,78.02847817,12.44400509,13.18945298,7.3,11.2,31.14030055,3.068680037,62056,52.68710191,77.95793331,77.8204709,10.38548374,23.77920544,17.58232261,0.445553941,50.0878684,63.03939963,24870,0.3664,0.4616,0.4562,0.5734,0.4661,0.4091,0.767,0.4639,0.7345,0.7663,0.2942,0.4183,0.3276,0.3543,0.5435,0.8634,0.3626,0.1716,0.3747,0.4575,34.01,76.78819672
Washington,Missouri,37.96169197,-90.87742437,25002,32.90297746,21.99400809,22.26173624,31.4,33.1,18.17138225,46.77547771,12.72745704,97.48953975,46.17388473,10205,27.9,9.191911118,374.929826,11.88501935,2.26644555,0.486456606,73.63361299,15.03477801,15.20517929,12,14.8,35.41770714,3.175679165,38591,95.06449804,30.58305628,80.93043669,9.897453624,22.8039931,16.68203504,0.085182504,48.53064988,80.47628498,18472,0.7431,0.8988,0.9039,0.8988,0.9179,0.2833,0.589,0.9799,0.2713,0.5906,0.1808,0.156,0.1226,0.0748,0.964,0.6227,0.6705,0.7867,0.8112,0.7606,34.33,76.15245902
Wayne,Missouri,37.11265925,-90.46141123,13341,17.57299865,23.57681761,23.56356537,33.9,32.8,15.12266077,44.06364749,14.96761335,95.41984733,47.18844985,5322,35.8,9.777376655,194.3489311,13.2798574,2.3885918,1.871657754,73.936684,16.02415338,16.10810579,13,15.6,32.12063262,2.917322466,33703,67.93478261,19.68106139,74.39427313,9.94334831,20.56089011,23.51775644,0.126682502,50.81542448,100,18378,0.8586,0.7752,0.9099,0.9341,0.9242,0.8548,0.3009,0.9889,0.3935,0.8542,0.1102,0.113,0.0669,0.0675,0.9401,0.667,0.6425,0.2337,0.5084,0.724,36.73,80.10857143
Webster,Missouri,37.28090443,-92.87588207,37075,62.56724663,20.09429615,22.36314703,27.5,25,18.10382509,39.3746381,14.7515626,90.06024096,55.68849009,16916,24.7,8.276218803,180.5248693,14.02439024,4.115853659,3.163109756,77.47222581,14.62076353,14.9072625,13.7,13.9,32.84687402,3.001396195,51141,51.62046076,58.20864864,74.29608773,8.056148917,27.26482395,15.37753458,1.365671219,48.95036948,73.92961715,20424,0.6883,0.3298,0.7953,0.5645,0.6227,0.2311,0.9236,0.4107,0.3887,0.4349,0.1722,0.6813,0.4145,0.4499,0.5833,0.8876,0.6425,0.6011,0.8316,0.6453,37.02,76.55409836
Worth,Missouri,40.47909807,-94.42210112,2061,7.730319377,18.49800403,19.01334686,25.4,27.7,16.43544805,20.28454309,12.29877656,97.14285714,53.31695332,1193,20,14.58434614,72.95719844,8.743169399,1.092896175,1.530054645,72.53081727,13.4858391,13.85249264,22.4,12,31.82586054,2.857364043,43119,51.09717868,1.083698072,76.75233645,8.248730965,20.34313726,24.75490196,0,51.76470588,100,23292,0.3362,0.1678,0.5791,0.3677,0.3311,0.9195,0.2104,0.4938,0.2311,0.3677,0.0726,0,0.0162,0.5848,0.4015,0.2779,0.1261,0.6441,0.2598,0.1741,31.09,75.89377049
Wright,Missouri,37.27016923,-92.46872023,18378,26.95625562,23.87831909,24.82780859,29.2,30,14.85888286,45.9486166,16.5007604,98.59813084,37.07482993,7425,39.9,10.36495554,276.392803,13.7254902,3.313049358,0.946585531,73.21240716,16.95777521,16.81890513,16,16.7,32.76657072,3.220581444,35293,64.23963134,49.539778,69.37739989,11.41384389,25.5903798,19.75187725,0.927230047,50.89237131,76.62503322,18502,0.9086,0.7752,0.9016,0.8281,0.9109,0.6437,0.8122,0.8284,0.5731,0.958,0.1133,0.2222,0.1219,0.2658,0.66,0.8192,0.7284,0.191,0.568,0.7972,37.02,76.55409836
Beaverhead,Montana,45.13284131,-112.8991012,9317,1.680954247,13.981103,14.61220347,26.7,21.8,23.44195387,13.34411646,11.70822585,89.47,69.08500271,5043,17,10.5999576,106.9461526,14.83790524,1.471321696,0.598503741,80.95349503,10.85437545,11.52355667,7.8,12.1,25.69859434,3.147128158,47674,41.11405836,55.12028337,67.13603219,15.90303676,17.40748618,22.01190983,0.998205473,48.59634198,50.15141683,26609,0.5855,0.5116,0.3292,0.0646,0.3457,0.7529,0.1067,0.4107,0.0156,0.0879,0.3126,0.5772,0.4311,0.4737,0.6533,0.3333,0.5193,0.8239,0.6488,0.3231,17.04,58.86819672
Big Horn,Montana,45.42346598,-107.4897212,13214,2.644336907,22.6566297,28.93644287,37.9,25.1,20.07374896,83.48348348,19.4192861,74.55,49.48420374,5098,33.7,5.988023952,533.0730535,21.94444444,13.33333333,1.111111111,68.84398713,17.4239269,16.34348572,14.6,20.2,32.77198045,2.256707076,40425,99.73251815,30.50645421,60.10306482,8.425126526,33.58074674,12.79802069,0.950430152,50.20992653,71.90827827,17352,0.9462,0.9863,0.9456,0.5489,0.9128,0.0513,0.9904,0.0981,0.9564,0.567,0.9726,0.588,0.8367,0.4056,0.7899,0.9952,0.2763,0.2152,0.5778,0.8548,28.5,69.29737705
Blaine,Montana,48.43272025,-108.9585896,6609,1.563475641,23.11308311,26.04204289,39.1,27.2,20.06927066,49.16136495,17.45368689,81.11,62.37244898,2291,26.7,8.944543828,133.1890452,14.50549451,4.835164835,1.318681319,75.07206311,16.17540119,15.94497881,13.6,17.7,31.18426786,3.146567921,39237,76.5876052,13.73892877,58.87931035,11.52751423,29.60188042,15.41060673,0,49.75760247,100,17080,0.9538,0.9707,0.9538,0.3438,0.8656,0.2095,0.972,0.781,0.731,0.9172,0.8988,0.2028,0.5587,0.5591,0.5091,0.9271,0.8555,0.5823,0.9169,0.9255,31.62,72.7425
Broadwater,Montana,46.33242671,-111.4955132,5692,4.773836412,13.07772141,15.28703608,34,22.2,21.1708391,22.29845626,11.29354338,90.91,51.65326184,2628,15.5,8.423180593,437.7517072,10.35196687,1.449275362,1.449275362,79.4996459,10.46724586,11.34355868,8.8,9.3,25.8001321,2.928529562,52840,39.97071742,50.59371315,81.44628099,8.559139785,19.90139688,23.66474938,0.197380226,48.8085456,100,29598,0.0751,0.3298,0.1732,0.0672,0.1076,0.7876,0.2362,0.581,0.0793,0.2509,0.2225,0,0.0662,0.2238,0.6905,0.2996,0.042,0.1025,0.0602,0.0347,28.17,65.98852459
Carbon,Montana,45.22737975,-109.0281456,10340,5.048864269,12.25190402,14.40672961,27.5,21.5,21.36661542,11.32686084,11.73163418,92.78,65.36445927,5487,15.2,8.414360509,234.2480161,12.99885975,1.368301026,1.254275941,81.15975231,10.02875175,10.70579425,6.1,9.7,24.9956252,3.458662904,53661,33.59769286,30.89838479,78.01809755,11.21516674,17.44446519,25.77935412,0.758545956,49.4213179,100,30461,0.192,0.1191,0.1401,0.0576,0.056,0.8784,0.0981,0.5005,0.1783,0.2369,0.164,0.3044,0.1917,0.1519,0.5259,0.34,0.0462,0.1449,0.0366,0.0334,27.34,66.01967213
Carter,Montana,45.51677409,-104.536167,1295,0.387669291,12.06816293,14.45730294,33.5,25.4,20.56178161,20.98399095,12.69315673,77.78,61.96078431,672,20.1,0,0,9.158878505,0.747663551,0.747663551,76.58475597,10.08488441,11.29830207,12.1,9.8,26.03279295,2.984349933,47985,47.65625,1.204460867,81.92,12.00716846,20.35541196,25.76736672,0,50.32310178,100,30728,0.3066,0.0599,0.1318,0.155,0.1092,0.9405,0.1945,0.3133,0.0038,0.1429,0.0516,0.0891,0.0341,0.234,0.8542,0.0519,0.263,0.5326,0.2225,0.0509,31.61,69.73582006
Cascade,Montana,47.30796361,-111.3470537,82049,30.40893094,16.12937353,16.83570847,27.3,24.5,19.42276996,33.63934005,10.08241843,81.21,65.93843098,37848,16,12.73666936,241.4450395,12.62448741,1.962507323,0.922671353,77.86873819,11.9662149,12.29416628,8.9,11.9,29.71136267,3.192498702,50054,53.69432764,229.4441866,64.20276391,11.02088515,22.40118565,18.56864642,0.178421495,49.43228446,19.82121559,26578,0.4362,0.2502,0.3317,0.1748,0.2569,0.4782,0.4992,0.4731,0.5759,0.4998,0.461,0.12,0.2537,0.8765,0.4323,0.5183,0.6297,0.7049,0.8309,0.4034,33.26,62.86557377
Chouteau,Montana,47.88062628,-110.4352455,5837,1.469345927,17.19985341,19.45985832,28.9,29.4,19.6028222,21.64518768,14.93492169,85.37,68.99038462,2481,25.2,12.14223764,155.0578785,9.050772627,2.560706402,1.059602649,78.32330867,13.35938595,13.61135101,9.8,13.9,29.30127849,3.433386012,44645,41.43070045,8.473452346,65.24822695,7.726597325,23.28981723,20.38294169,0.913242009,50.00870322,100,22247,0.8198,0.0993,0.6581,0.0987,0.4082,0.5753,0.7711,0.127,0.3919,0.3734,0.6285,0.3661,0.496,0.4788,0.5202,0.638,0.3986,0.4712,0.4884,0.4177,32.82,70.86363636
Custer,Montana,46.252682,-105.5717299,11980,3.166513049,12.2993058,15.20074476,32.8,26.5,22.93060758,35.02109705,8.985349973,92.81,70.74710628,6068,16.2,6.825356198,210.1099988,10.78028747,1.437371663,1.642710472,79.17281621,10.13976195,11.19992023,11,10.2,26.78866096,3.053199012,50525,44.36407474,142.0643785,68.74616486,9.86996376,21.33609529,19.96374935,0.404931162,49.88779562,17.90751346,26742,0.219,0.0411,0.3212,0.1999,0.1455,0.6243,0.3938,0.5718,0.4349,0.4976,0.2684,0.2627,0.2264,0.8122,0.4483,0.2878,0.5801,0.7437,0.6861,0.2862,29.2,71.3648
Daniels,Montana,48.78379721,-105.5485488,1787,1.253144476,11.21548025,13.42179689,26.8,26.2,21.12136478,20.99576987,10.24049651,93.75,57.06214689,881,10.1,0,28.0033604,12.29050279,0.446927374,3.351955307,80.67359762,9.429352873,10.32824576,18.6,7.9,24.64131652,3.003005029,44659,24.37275986,21.66748626,80.72429907,10.3117506,21.40812822,26.50257584,0,48.42587293,100,33909,0.0054,0.035,0.0713,0.0293,0.0032,0.9195,0.1299,0.3238,0.0433,0.1309,0.0379,0,0.0102,0.5801,0.3719,0.015,0.0156,0.4387,0.0681,0.0048,25.44,66.86857143
Dawson,Montana,47.26638953,-104.8995039,9431,3.975704347,12.23394212,14.45488617,29,27.6,24.18132218,23.64687336,7.976878613,86.6,50.10633773,4639,13.4,14.52513967,263.2665703,15.26908636,4.856070088,2.603254068,80.72700027,9.733607903,10.79248595,8.4,10.7,25.84856225,2.941149823,56167,28.549263,98.6717482,68.05135952,5.851890212,21.70506912,19.86175115,0.034904014,48.47926267,27.57082311,28438,0.4756,0.0411,0.2241,0.1238,0.1687,0.4575,0.4123,0.4107,0.7147,0.4683,0.263,0.049,0.1121,0.6934,0.5699,0.915,0.1624,0.8093,0.8265,0.3044,29.81,71.1347619
Deer Lodge,Montana,46.06073983,-113.0679289,9176,12.45585765,17.6883458,18.76629567,28.7,33.8,20.93471448,19.81505945,10.11200996,75.32,56.70307845,5143,21.6,7.687239183,389.8424387,14.39588689,1.285347044,4.241645244,75.58390172,13.02427255,13.05353738,14.5,13,27.2881095,2.571597608,45641,66.42599278,1.947541281,68.61219196,10.69114471,14.35768262,23.90756763,0,46.57759282,33.64164336,23192,0.7867,0.1191,0.5858,0.3397,0.455,0.8103,0.0207,0.9491,0.2588,0.5129,0.3407,0,0.1242,0.7131,0.3295,0.2805,0.8071,0.951,0.7886,0.4677,20.32,59.62098361
Fallon,Montana,46.33400763,-104.4174026,2913,1.797538706,10.70918472,13.49986768,35.1,25.9,24.35734719,18.31501832,9.119872561,90.91,75.69060774,1704,11.4,26.58690595,187.7934272,9.205020921,0.669456067,1.673640167,78.47102651,9.038005718,10.17988103,9.5,9.3,25.25174381,3.235892741,62029,24.13162706,54.30947057,67.05069124,5.047867711,27.0890411,16.91780822,0,49.34931507,100,31902,0.0353,0.071,0.1003,0.0067,0.007,0.3464,0.843,0.1789,0.0656,0.1359,0.1821,0,0.05,0.1493,0.8481,0.0926,0.0704,0.4514,0.1162,0.0159,28.89,72.264
Fergus,Montana,47.26361381,-109.2244945,11429,2.633818418,14.15217097,14.64997543,30.8,26,19.24581788,20.27027027,11.46254459,90.63,64.86271389,5779,16.2,15.05623948,502.0299472,14.82233503,2.538071066,1.92893401,78.60470526,11.0046034,11.80253001,11.9,12.1,26.32889151,3.409646639,49147,44.551902,106.8692848,72.0201005,11.43526406,20.84945559,24.51183299,0.065758572,48.72671646,47.43656137,25788,0.3906,0.0755,0.3871,0.0926,0.1913,0.8784,0.2372,0.4107,0.6743,0.6488,0.1843,0.0618,0.0767,0.5941,0.6138,0.6905,0.2939,0.7826,0.7418,0.312,34.08,66.92954545
Flathead,Montana,48.29515292,-114.0496822,94696,18.61444523,13.54734503,15.83357938,21.9,20,20.76094521,23.92471689,10.25873527,87.64,63.99421867,47793,15.5,13.9,305.0168204,16.90590112,1.87400319,1.01010101,79.66111519,10.38343876,11.63449778,7.1,12.1,26.05019,3.338037463,54382,45.19143594,123.6884004,72.59228276,12.92121212,22.01143909,19.53753942,0.199190248,50.15376178,51.48469118,27083,0.3805,0.4502,0.3018,0.0376,0.2506,0.4683,0.4842,0.1114,0.185,0.0805,0.2423,0.1471,0.1503,0.6689,0.5202,0.4963,0.1404,0.2471,0.2757,0.1127,25.22,61.98655738
